cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
82_1087278,,,,,,,14,,,1,1
82_1087279,,,,,10,,37,,,,
82_1087284,,,,,10,,37,,,,
82_1087285,,,,,10,,1,,,,
82_1087289,,,,,10,,37,,,,
82_1087290,,,,,5,,32,,,,
82_1087298,,6,,2,10,31,32,2,,,
82_1087304,,,,,10,,37,,,,
82_1087305,,,,,5,,32,,,1,
82_1087308,,,,,10,,34,,,,
82_1087310,,1,,2,,23,,2,,,
82_1087315,,,,,,26,37,,,,
82_1087324,,,,,8,,24,,,2,
82_1087327,,,,,10,,34,,,,
82_1087328,,6,,2,10,31,32,2,,,
82_1087332,,6,,2,10,31,32,2,,,
82_1087333,,6,,,10,5,,2,,,3
82_1087337,,1,,,3,5,32,1,,,1
82_1087338,,,,,10,,1,,,,
82_1087339,,,,,3,6,32,1,,,
82_1087346,,,,,10,,34,,,,
82_1087347,,6,,1,,31,,2,,,
82_1087349,1,,,,,,,,,,
82_1087353,,,,,8,,24,,,2,
82_1087354,,1,,,,6,34,2,,,
82_1087355,,,,,10,,37,,,,
82_1087357,1,,,,,,,,,,
82_1087358,,,,,,26,37,2,,,
82_1087369,,1,,2,,23,,2,,,
82_1087371,,6,,,3,21,32,5,,,1
82_1087373,,,,,10,,37,,,,
82_1087375,,,,,10,,1,,,,
82_1087376,,6,,,10,5,,2,,,3
82_1087377,,,,,10,,,,,,
82_1087383,,,,,5,,32,,,,
82_1087387,,,,,,26,37,2,,,
82_1087388,,,,,,,14,,,4,1
82_1087394,,3,,,10,5,32,1,,,1
82_1087398,,,,,10,,37,,,,
82_1087400,,,,,10,,34,,,,
82_1087406,,,,,4,,,,,2,
82_1087410,,6,,,,,,2,,,
82_1087411,,,,,10,,1,,,,
82_1087424,,,,,,,14,,,4,1
82_1087426,,,,,,,14,,,4,1
82_1087429,,,,,,5,,2,,,
82_1087437,,6,,1,,31,,2,,,
82_1087438,,,,,5,,32,,,,
82_1087439,,,,,,6,32,1,,,
82_1087440,,,,,10,,34,,,,
82_1087441,,,,,10,,37,,,,
82_1087442,,6,,,,,,2,,,
82_1087444,,,,,10,,37,,,,
82_1087445,,,,,,26,34,2,,,
82_1087449,,,,,4,,34,,,,
82_1087450,,,,,5,,32,,,,
82_1087453,,,,,10,,34,,,,
82_1087459,,,,,,,14,,,1,1
82_1087460,,,,,5,,32,,,,
82_1087464,,6,,,,7,,2,,,
82_1087467,,6,,,,,,2,,,
82_1087468,,,,,10,,1,,,,
82_1087479,,,,,5,,32,,,4,
82_1087482,,,,,4,,34,,,,
82_1087487,,,,,10,,34,,,,
82_1087493,,6,,1,,31,,2,,,
82_1087502,,6,,,,,,2,,,
82_1087503,,,,,10,,,,,,
82_1087505,,6,,1,10,23,32,2,,,
82_1087509,,,,,10,,37,,,,
82_1087510,,,,,5,,32,,,4,
82_1087511,,,,,5,,32,,,4,
82_1087512,,,,,5,,32,,,,
82_1087514,,,,,,5,,2,,,
82_1087516,,6,,1,,31,,2,,,
82_1087522,,6,,2,,1,,2,,,
82_1087525,,,,,10,,34,,,,
82_1087527,,,,,,,14,,,1,1
82_1087528,,,,,10,,37,,,,
82_1087529,,,,,10,,34,,,,
82_1087532,,,,,,6,32,1,,,
82_1087537,,,,,10,,37,,,,
82_1087543,,,,,,26,37,,,,
82_1087545,,6,,3,10,1,32,2,,,
82_1087546,,,,,10,,37,,,,
82_1087548,,1,,,10,26,37,2,,,1
82_1087551,,,,,5,,,,,1,
82_1087553,,,,,,31,37,1,,,
82_1087563,,,,,5,,37,,,,
82_1087568,,6,,,,29,32,,,,
82_1087571,,,,,5,,,,,1,
82_1087575,,,,2,,,,,,,
82_1087584,,,,,5,,,,,,1
82_1087588,,,,,5,,37,,,,
82_1087589,,,,,,,,2,,,
82_1087601,,,,,5,,37,,,,
82_1087602,,,,,8,6,37,2,,,
82_1087603,,6,,,,29,32,,,,
82_1087604,,,7,,,,,,,,
82_1087605,,,,,8,,24,,,2,
82_1087625,,,,,,6,32,2,,,
82_1087630,,,,,5,29,32,,,,
82_1087631,,,,1,5,,,2,,,
82_1087636,,1,,,10,26,37,2,,,1
82_1087637,,,,,,,,2,,,
82_1087639,,,,,5,,37,,,,
82_1087654,,,,,5,,9,,,,
82_1087655,,,,3,5,,,,,1,
82_1087669,,1,,,,18,34,2,,,
82_1087683,,,,,8,,24,,,2,
82_1087685,,,,,,5,,2,,,
82_1087686,,,,,5,,28,,,2,
82_1087690,,,,,,29,32,,,,2
82_1087694,,,,,,,,2,,,
82_1087696,,3,,,,,34,1,,,
82_1087697,,,,,5,,28,,,2,
82_1087703,,,,,5,,,,,1,
82_1087710,,,,,5,,37,,,,
82_1087712,,6,,,,29,32,,,,
82_1087714,,,,,5,29,32,,,,2
82_1087717,,,,,,31,37,1,,,
82_1087719,,,,,5,29,32,,,,
82_1087722,,,,,5,,37,,,,
82_1087730,,,,1,5,,,2,,,
82_1087742,,,,,,31,37,1,,,
82_1087749,,,,,,29,32,,,,2
82_1087753,,,,,,29,32,,,,2
82_1087758,,,,,5,,,,,1,
82_1087759,,,,,,,,2,,,
82_1087760,,1,,,,18,34,2,,,
82_1087762,,,,,,,,2,,,
82_1087763,,,,,5,,32,,,,
82_1087777,,6,,3,3,31,32,2,,,
82_1087779,,6,,2,,,,2,,,
82_1087790,,6,,3,,7,,2,,,
82_1087795,,1,,1,10,5,37,1,,,
82_1087798,,,,,4,,32,,,4,
82_1087799,,6,,1,5,24,32,2,,,
82_1087807,,,,,5,,32,,,4,
82_1087810,,,,,,,1,,,4,3
82_1087813,,,,2,3,,,2,,,
82_1087814,,,,,4,,23,,,,
82_1087819,,,,,,,1,,,4,3
82_1087822,,,,1,4,,17,,,,
82_1087823,,,,,4,,23,,,,
82_1087830,,,,,5,,32,,,4,
82_1087842,,,,,4,,12,,,,
82_1087845,,6,,1,10,14,32,2,,,
82_1087849,,,,3,5,,,,,1,
82_1087851,,6,,3,10,5,32,2,,,
82_1087863,,1,,,8,6,32,2,,,3
82_1087868,,6,,3,10,5,32,2,,,
82_1087881,,6,,3,3,31,32,2,,,
82_1087890,,1,,,,6,34,2,,,
82_1087894,,,,,4,,32,,,4,
82_1087895,,,,,4,,32,,,4,
82_1087903,,,,,4,,32,,,4,
82_1087904,,,,,,,1,,,4,3
82_1087913,,,,,5,,2,,,,
82_1087915,,,,,4,,38,,,2,
82_1087916,,6,,1,,,,2,,,
82_1087917,,,,,3,24,32,2,,,
82_1087926,,6,,1,5,30,32,2,,,
82_1087930,,,,,5,,,,,1,
82_1087931,,,,,3,24,32,2,,,
82_1087933,,6,,2,,,,2,,,
82_1087935,,6,,3,10,23,32,2,,,
82_1087942,,,7,,,,,,,,
82_1087956,,,,,4,,32,,,4,
82_1087960,,,,,5,,32,,,,
82_1087961,,6,,,10,5,32,2,,,1
82_1087975,,1,,1,10,5,37,1,,,
82_1087985,,,,,4,,23,,,,
82_1088002,,6,,1,5,30,32,2,,,
82_1088003,,,,,5,,,,,1,
82_1088012,,6,,3,10,23,32,2,,,
82_1088015,,6,,1,5,30,32,2,,,
82_1088029,,6,,1,5,30,32,2,,,
82_1088030,,,,1,5,,,,,,
82_1088031,,,,3,3,,,2,,,
82_1088033,,,,,,,1,,,4,3
82_1088066,,,,,3,24,32,2,,,
82_1088067,,,,,5,,,,,,
82_1088068,,,,,,26,,2,,,
82_1088075,,,,,,,1,,,4,3
82_1088091,,,,,3,,32,,,,
82_1088093,,,,,,,1,,,4,3
82_1088109,,,,,5,,32,,,,
82_1088111,,,,,,,1,,,4,3
82_1088117,,,,,4,,36,,,4,
82_1088125,,,,,5,,,,,,
82_1088126,,,,,,,1,,,4,3
82_1088130,,6,,1,,24,,2,,,
82_1088149,,,,,10,,34,,,4,2
82_1088151,,,,,3,,,,,,
82_1088177,,,,,5,,17,,,,
82_1088194,,,,,5,,,,,,
82_1088199,,6,,1,,24,,2,,,
82_1088214,,,,,5,,32,,,4,
82_1088223,,,,,3,,,,,,
82_1088224,,,,,10,,37,,,,
82_1088228,,,,,,5,,2,,,
82_1088236,,,,,10,,,,,,
82_1088246,,,,,4,,36,,,4,
82_1088248,,,,,10,,,,,,
82_1088250,,,,,3,,,,,,
82_1088253,,,,,3,,,,,,
82_1088257,,,,,10,,,,,,
82_1088258,,,,,10,,34,,,4,2
82_1088259,,,,,10,,34,,,4,2
82_1088273,,,,,3,,,,,,
82_1088275,,,,,10,,,,,,
82_1088298,,,,,3,,,,,,
82_1088299,,,,,5,,37,,,,
82_1088325,,,,,3,,,,,,
82_1088337,,,,,10,,37,,,,
82_1088339,,,,,,5,,2,,,
82_1088351,,,,,5,,37,,,,
82_1088384,,,,,5,,32,,,4,
82_1088420,,,,,,1,32,2,,,
82_1088421,,,,,5,,28,,,2,1
82_1088431,,,,,,24,32,2,,,
82_1088443,,,,,,24,32,2,,,
82_1088459,,,,,,24,32,2,,,
82_1088468,,,,,,5,32,1,,,
82_1088487,,1,,,10,5,,2,,,1
82_1088489,,,,,,,,2,,,
82_1088492,,,7,,,,,,,,
82_1088493,,,,,,1,32,2,,,
82_1088503,,,,,4,,17,,,1,
82_1088504,,,,,5,,12,,,,
82_1088506,,,,,,1,32,2,,,
82_1088508,,1,,1,10,31,32,2,,,
82_1088525,,,,,,,,2,,,
82_1088540,,,,,,5,32,1,,,
82_1088550,,,,,,5,32,1,,,
82_1088577,,6,,,3,21,32,5,,,1
82_1088582,,,,,3,,20,,,,
82_1088583,,,,,,,,1,,,
82_1088605,,,,,,14,34,5,,,
82_1088618,,,,,,,,1,,,
82_1088627,,,,,,,,1,,,
82_1088655,,6,,1,,,,2,,,
82_1088656,,,,,,,,1,,,
82_1088700,,,,,,,34,,,,
82_1088706,,,,,,,,1,,,
82_1088711,,,,,,5,32,1,,,
82_1088720,,6,,1,10,23,32,2,,,
82_1088721,,,,,3,,,,,,
82_1088729,,,,,,,,1,,,
82_1088731,,6,,1,10,1,37,1,,,
82_1088739,,,,,10,,37,,,4,2
82_1088752,,,,,,31,32,1,,,1
82_1088753,,6,,1,10,23,32,2,,,
82_1088756,,,,,,,,1,,,
82_1088766,,6,,1,10,1,37,1,,,
82_1088778,,,,,,,,1,,,
82_1088779,,,,,5,,32,,,4,
82_1088785,,6,,1,,7,,2,,,
82_1088787,,,,,,,,1,,,
82_1088799,,6,,1,10,1,32,2,,,
82_1088800,,,,,10,,37,,,4,2
82_1088820,,6,,1,10,1,37,1,,,
82_1088823,,,,,10,,37,,,4,2
82_1088824,,6,,1,10,1,37,1,,,
82_1088825,,,,,10,,37,,,4,2
82_1088831,,1,,3,10,24,32,2,,,
82_1088837,,,,,4,,32,,,,
82_1088847,,,,,8,24,,2,,,
82_1088851,,,,,,5,,1,,,
82_1088854,,,,,8,5,32,,,,
82_1088855,,,,,,5,,1,,,
82_1088856,,,,,5,,,,,,
82_1088888,,,,,4,,34,,,4,2
82_1088894,,,,,,19,32,2,,,
82_1088917,,,,,,26,,2,,,
82_1088921,,,,,8,16,32,5,,,
82_1088931,,1,,,5,6,27,2,,,1
82_1088944,,,,,,5,32,1,,,
82_1088952,,,,,3,,,,,,
82_1088958,,,,,,10,,2,,,
82_1088972,,,,,,10,,2,,,
82_1089014,,,,1,5,25,32,1,,,
82_1089042,,6,,2,10,5,32,2,,,
82_1089043,,,,,8,6,32,2,,,
82_1089049,,,,,,6,32,2,,,
82_1089052,,1,,,3,6,20,1,,,1
82_1089058,,6,,1,10,5,32,2,,,
82_1089065,,6,,2,10,23,32,2,,,
82_1089066,,,,,,5,32,2,,,1
82_1089073,,,,3,3,,,,,,
82_1089076,,,,,10,,,,,,
82_1089086,,,,,,1,37,2,,,
82_1089105,,,,1,4,14,37,2,,,
82_1089120,,,,,,5,32,2,,,1
82_1089121,,6,,2,10,23,32,2,,,
82_1089128,,6,,1,10,5,32,2,,,
82_1089133,,,,,3,24,20,1,,,
82_1089134,,,,,,1,37,2,,,
82_1089143,,,,1,4,14,37,2,,,
82_1089145,,,,,3,16,32,5,,,
82_1089146,,,,,5,,28,,,1,
82_1089147,,,,,3,24,20,1,,,
82_1089149,,,,,,5,,,,,
82_1089152,,6,,2,10,5,32,2,,,
82_1089154,,,,,5,,32,,,4,
82_1089158,,,,,10,5,,2,,,
82_1089164,,6,,,3,24,27,2,,,1
82_1089166,,,,,8,,32,,,4,
82_1089172,,1,,,7,,32,2,,,3
82_1089178,,,,,3,,32,,,4,3
82_1089179,,,,,3,,,,,,
82_1089180,,1,,,5,,32,2,,,2
82_1089184,,,,,,,,2,,,
82_1089185,,,,,8,,32,,,4,1
82_1089187,,,,,,,,2,,,
82_1089188,,,,,4,,17,,,1,1
82_1089189,,5,,,8,5,32,5,,,1
82_1089203,,,,,3,24,32,5,,,
82_1089204,,,,,8,,24,,,4,
82_1089208,,,,,10,5,,2,,,
82_1089211,,,,,4,,17,,,4,
82_1089219,,,,,10,5,,2,,,
82_1089223,,,,,4,32,32,4,,,1
82_1089225,,,,,3,5,32,,,,
82_1089227,,,,,3,5,32,,,,
82_1089230,,6,,,10,21,32,1,,,1
82_1089231,,,,,10,7,,2,,,
82_1089235,,,,,,,,2,,,
82_1089238,,,,,3,,,,,,
82_1089246,,,,,,5,37,1,,,
82_1089250,,,,,,5,32,,,,
82_1089255,,,,,,7,,2,,,
82_1089259,,,,,,5,32,,,,
82_1089267,,1,,,10,5,,2,,,3
82_1089272,,,,,10,,37,,,4,2
82_1089274,,,,,4,,17,,,1,
82_1089277,,,,,5,,,,,,
82_1089279,,,,,,5,37,1,,,
82_1089281,,6,,,3,5,27,2,,,1
82_1089283,,,,,7,,32,2,,,
82_1089284,,,,,,,37,,,,
82_1089286,,,,,5,,,,,,
82_1089299,,,,,,,,2,,,
82_1089321,,1,,,8,11,32,2,,,1
82_1089330,,,,,,,,1,,,
82_1089335,,,,,,5,32,1,,,
82_1089337,,,,,5,,37,,,,
82_1089338,,6,,1,10,24,37,2,,,
82_1089340,,,,,5,,32,,,4,
82_1089359,,6,,3,10,1,32,2,,,
82_1089363,,,,,5,,37,,,,
82_1089367,,6,,1,10,24,37,2,,,
82_1089369,,1,,,8,11,32,2,,,1
82_1089382,,6,,3,10,1,32,2,,,
82_1089391,,,,,5,,37,,,,
82_1089398,,,,,,29,32,,,,
82_1089414,,,,,,5,32,1,,,
82_1089419,,3,,,10,5,32,1,,,1
82_1089426,,6,,,5,,32,,,4,2
82_1089428,,,,3,8,5,37,2,,,1
82_1089431,,1,,3,5,,32,2,,,1
82_1089441,,,,,,5,,1,,,
82_1089442,,,,,,5,32,1,,,
82_1089445,,6,,2,5,1,32,2,,,
82_1089456,,6,,,5,,32,,,4,2
82_1089464,,1,,,8,5,27,2,,,1
82_1089470,,1,,2,5,24,32,2,,,
82_1089471,,,,,,5,32,1,,,
82_1089477,,6,,1,10,14,37,2,,,
82_1089479,,,,,5,,28,,,4,1
82_1089497,,,,3,8,5,37,2,,,1
82_1089500,,,,,,5,,1,,,
82_1089521,,6,,2,5,1,32,2,,,
82_1089524,,,,1,8,5,32,3,,,
82_1089530,,1,,2,5,24,32,2,,,
82_1089535,,6,,2,5,1,32,2,,,
82_1089538,,6,,1,10,14,37,2,,,
82_1089541,,,,1,3,5,32,1,,,
82_1089543,,,,2,5,,28,,,1,
82_1089547,,6,,1,10,14,37,2,,,
82_1089553,,,,,,1,32,2,,,
82_1089561,,1,,,3,5,32,1,,,1
82_1089563,,,,,5,,28,,,4,1
82_1089579,,1,,,8,5,27,2,,,1
82_1089581,,1,,3,5,,32,2,,,1
82_1089593,,6,,,3,5,32,1,,,1
82_1089598,,,,1,5,,,,,,
82_1089611,,,,,5,,34,,,,
82_1089612,,2,,3,10,1,32,2,,,
82_1089624,,,,,5,,37,,,,
82_1089641,,1,,,4,6,32,1,,,1
82_1089643,,6,,,10,21,32,1,,,1
82_1089651,,,,,,5,,1,,,
82_1089661,,1,,,5,5,37,4,,,1
82_1089674,,1,,,4,6,32,1,,,1
82_1089676,,6,,3,10,5,32,2,,,
82_1089687,,6,,1,5,30,32,2,,,
82_1089689,,,,,,26,,1,,,
82_1089695,,1,,3,10,24,32,2,,,
82_1089700,,6,,1,5,30,32,2,,,
82_1089711,,6,,,10,7,34,2,,,1
82_1089712,,,,,,5,,1,,,
82_1089714,,,,,,5,,2,,,
82_1089716,,,,,,5,,1,,,
82_1089746,,,,,,5,,1,,,
82_1089747,,,,,4,,17,,,1,1
82_1089757,,,,,,,,1,,,
82_1089761,,,,,,7,,2,,,
82_1089790,,,,,,5,,1,,,
82_1089814,,6,,,3,5,27,2,,,1
82_1089835,,6,,,10,21,32,1,,,1
82_1089843,,1,,,3,6,20,1,,,1
82_1089844,,,,,,5,,1,,,
82_1089860,,6,,,5,5,32,2,,,1
82_1089873,,,,,,5,,1,,,
82_1089882,,,7,,,,,,,,
82_1089884,,6,,1,5,7,32,2,,,3
82_1089901,,,,,5,5,32,5,,,
82_1089905,,6,,,,,,2,,,
82_1089917,,6,,,10,5,27,2,,,1
82_1089943,,6,,,,,,2,,,
82_1089959,,5,,,3,21,32,6,,,2
82_1089960,,1,,,4,6,32,1,,,1
82_1089963,,,,,3,5,32,2,,,
82_1089977,,6,,,8,21,32,5,,,1
82_1089991,,,,,,,32,2,,,
82_1089995,,,,,,6,32,1,,,
82_1089998,,,,,8,5,20,4,,,
82_1089999,,,,,7,,32,2,,,
82_1090003,,4,,,3,6,32,1,,,1
82_1090011,,6,,,5,5,27,2,,,1
82_1090014,,4,,,8,5,37,1,,,1
82_1090023,,1,,,4,6,32,1,,,1
82_1090030,,,,,4,,17,,,4,2
82_1090032,,,,,,,,2,,,
82_1090037,,3,,,4,5,32,3,,,2
82_1090038,,,,,4,,17,,,4,
82_1090040,,,,1,3,5,32,1,,,
82_1090041,,,,,,5,,1,,,
82_1090051,,,,,,,,1,,,
82_1090057,,4,,,3,6,32,1,,,1
82_1090059,,,,,3,,32,,,4,2
82_1090069,,,,,,5,,1,,,
82_1090076,,,,1,3,5,32,1,,,
82_1090079,,4,,,3,5,32,2,,,1
82_1090082,,,,,8,,27,,,,
82_1090084,,,,,8,,27,,,,
82_1090116,,,,,3,,32,,,,
82_1090126,,,,,3,24,32,2,,,
82_1090133,,,,,3,,32,,,,
82_1090146,,,,1,5,,,,,,
82_1090147,,,,,3,24,32,2,,,
82_1090158,,,,,,5,32,1,,,
82_1090186,,,,,,1,32,2,,,
82_1090196,,,,,3,6,37,4,,,
82_1090209,,,,1,5,,3,,,2,
82_1090210,,,,,,,32,2,,,
82_1090215,,,,,5,,,,,,
82_1090218,,,,,,6,32,2,,,
82_1090221,,,,,5,,32,2,,,
82_1090226,,,,,,5,32,1,,,
82_1090228,,,,,,5,32,1,,,
82_1090230,,,,,5,,32,,,1,
82_1090242,,,,,,5,32,1,,,
82_1090243,,,,,5,,32,,,1,
82_1090246,,,,,5,,32,,,4,
82_1090252,,,,,,,,1,,,
82_1090303,,,,,10,,32,,,4,3
82_1090305,,,,,10,,34,,,4,2
82_1090310,,,,,3,,32,,,4,
82_1090321,,,,,3,5,32,2,,,1
82_1090329,,,,,5,,,,,,
82_1090333,,1,,,10,6,32,2,,,3
82_1090337,,,,,3,,32,,,4,
82_1090343,,,,,3,5,32,2,,,1
82_1090349,,,,,3,14,32,5,,,
82_1090360,,,,,,5,32,2,,,
82_1090370,,,,,,6,32,2,,,
82_1090373,,,,,5,,32,,,4,
82_1090406,,,,,,,,1,,,
82_1090409,,1,,,,6,32,2,,,1
82_1090452,,,,,7,,37,2,,,
82_1090459,,,,,,1,32,4,,,
82_1090468,,2,,3,5,5,32,2,,,
82_1090471,,,,,,1,32,4,,,
82_1090479,,,,1,5,,,,,,
82_1090489,,,,,5,,3,,,4,
82_1090492,,,,,,5,32,1,,,
82_1090497,,,,,10,,26,,,2,3
82_1090506,,1,,,,6,32,2,,,1
82_1090518,,,,,,1,32,4,,,
82_1090535,,1,,,10,31,27,2,,,1
82_1090550,,1,,,5,5,37,4,,,1
82_1090559,,,,,5,,32,,,4,
82_1090571,,5,,,3,11,37,1,,,1
82_1090572,,,,,,6,32,1,,,
82_1090575,,,,,3,6,37,4,,,
82_1090584,,,,,,6,32,1,,,
82_1090607,,,,,3,,,2,,,2
82_1090609,,,,,5,6,37,1,,,
82_1090613,,,,,,5,,1,,,
82_1090619,,,,,,6,32,2,,,
82_1090623,,,,,5,,32,,,1,
82_1090624,,1,,,5,6,27,2,,,1
82_1090630,,,,,8,6,32,1,,,
82_1090632,,,,,3,6,32,2,,,3
82_1090634,,1,,,4,6,32,1,,,1
82_1090644,,,,,,5,,1,,,
82_1090650,,1,,,10,31,27,2,,,1
82_1090660,,6,,,10,24,32,2,,,1
82_1090676,,,,,5,,28,,,1,
82_1090679,,,,,3,5,32,5,,,
82_1090691,,,,,8,6,32,1,,,
82_1090702,,,,,3,,32,,,4,
82_1090703,,,,,3,,32,2,,,
82_1090704,,,,,3,6,37,1,,,
82_1090724,,,,,,,,1,,,
82_1090732,,,,,5,,17,,,,
82_1090734,,6,,,5,1,32,2,,,1
82_1090738,,4,,,5,,32,2,,,2
82_1090744,,,,,5,,2,,,,
82_1090753,,1,,,3,5,32,2,,,1
82_1090755,,,,,,,37,,,4,2
82_1090756,,,,,,,,1,,,
82_1090760,,,,,,,37,,,4,2
82_1090763,,6,,,5,,32,2,,,
82_1090764,,6,,2,,,,2,,,
82_1090773,,,,,3,14,32,5,,,1
82_1090796,,6,,,5,6,32,2,,,1
82_1090813,,,,1,,,,,,,
82_1090826,,6,,1,5,,32,5,,,1
82_1090827,,,,1,,,,,,,
82_1090851,,1,,,4,18,32,2,,,1
82_1090856,,,,,,,,1,,,
82_1090859,,,,,5,,32,2,,,
82_1090871,,,,,4,,,,,2,
82_1090880,,,,,3,,,2,,,
82_1090886,,6,,1,,24,,2,,,
82_1090893,,,,,,,37,,,4,2
82_1090897,,,,,4,,,,,2,
82_1090901,,1,,,,29,32,2,,,2
82_1090903,,,7,,,,,,4,,
82_1090913,,,,,,,,2,,,
82_1090934,,,,,3,5,20,1,,,
82_1090938,,,,,,,,2,,,
82_1090954,,,,,5,,32,,,4,
82_1090957,,,,,,,,2,,,
82_1090958,,,,,,,,2,,,
82_1090965,,6,,,,7,,2,,,
82_1090966,,,,,,,,2,,,
82_1090967,,,,,,17,34,1,,,
82_1090974,,1,,,5,6,32,2,,,1
82_1090984,,,,,,,,2,,,
82_1090987,,1,,,10,31,32,2,,,1
82_1090993,,,,,,,,2,,,
82_1091003,,,,,,,,2,,,
82_1091005,,,,,5,,32,,,,
82_1091011,,,,,,,,2,,,
82_1091020,,4,,,5,5,32,1,,,1
82_1091025,,,,1,5,,,,,,
82_1091031,,,,,,,,2,,,
82_1091032,,,,,,,,2,,,
82_1091038,,4,,3,10,31,32,2,,,2
82_1091059,,,,,,,,2,,,
82_1091066,,,,,,17,34,1,,,
82_1091079,,,,,,,,2,,,
82_1091105,,,,3,,5,32,2,,,
82_1091114,,,,,,5,32,1,,,
82_1091125,,6,,,10,24,32,2,,,1
82_1091127,,,,,,,,2,,,
82_1091145,,,,,,5,,1,,,
82_1091154,,3,,,10,1,32,2,,,2
82_1091157,,1,,,8,24,37,2,,,1
82_1091164,,,,1,10,3,37,2,,,1
82_1091168,,,,,,5,,1,,,
82_1091169,,,,,,6,32,2,,,
82_1091170,,,,,,26,,1,,,
82_1091172,,,,,,5,,1,,,
82_1091199,,1,,1,5,31,32,2,,,
82_1091203,,,,,4,,36,,,4,
82_1091205,,,,,,26,,1,,,
82_1091206,,,,,,5,,1,,,
82_1091208,,,,,,5,,1,,,
82_1091219,,,,,,,,1,,,
82_1091225,,,,,,,,4,,,
82_1091228,,,,,,,,1,,,
82_1091231,,,,,4,,,,,1,
82_1091234,,,,1,10,3,37,2,,,1
82_1091240,,,,,,5,,1,,,
82_1091243,,,,,5,,32,,,4,3
82_1091247,,,,,4,,36,,,4,
82_1091248,,,,,4,,36,,,4,
82_1091258,,3,,,10,1,32,2,,,2
82_1091277,,,,,,,,3,,,
82_1091278,,1,,,8,24,37,2,,,1
82_1091279,,,,,,,,2,,,
82_1091281,,,,,,5,,1,,,
82_1091283,,,,,,5,,1,,,
82_1091285,,6,,,10,24,32,2,,,1
82_1091288,,,,,,5,,1,,,
82_1091325,,,,,,,,2,,,
82_1091389,,,,,,,,2,,,
82_1091400,,,,,,,,1,,,
82_1091404,,1,,,5,6,27,2,,,1
82_1091419,,,,3,3,,,2,,,
82_1091420,,,,,,,,1,,,
82_1091437,,,,,,,,1,,,
82_1091442,,,,,,,,2,,,
82_1091445,,1,,3,3,23,,2,,,
82_1091476,,,,,,5,32,1,,,
82_1091486,,,,,,5,32,1,,,
82_1091525,,,,,,5,32,1,,,
82_1091539,,,,,,5,32,2,,,
82_1091542,,,,,,5,32,1,,,
82_1091658,,,,,5,,32,,,,
82_1091660,,,,,5,,32,,,,
82_1091676,,,,,3,,36,,,4,
82_1091678,,,,,,,,2,,,
82_1091688,,,,,,5,32,1,,,
82_1091689,,,,,8,,24,,,2,
82_1091702,,,,,5,,32,,,,
82_1091711,,,,,4,,38,,,2,3
82_1091714,,,,,10,,32,,,4,3
82_1091718,,,,,3,,36,,,4,
82_1091736,,,,,,31,32,1,,,
82_1091746,,,,,4,,26,,,2,3
82_1091752,,,,,,5,32,1,,,
82_1091765,,,,,,5,32,2,,,
82_1091770,,,,,3,,36,,,4,
82_1091776,,,,,,5,32,2,,,
82_1091781,,,,,3,,32,2,,,
82_1091786,,6,,2,5,24,,2,,,
82_1091809,,,,,,,,1,,,
82_1091818,,,,3,3,,,2,,,
82_1091822,,,,,4,,38,,,2,3
82_1091824,,,,,3,,36,,,4,
82_1091828,,,,,4,,38,,,2,3
82_1091830,,,,,,5,32,1,,,
82_1091845,1,,,,,,,,,,
82_1091857,,,,,5,,37,,,,
82_1091860,,,,,5,,37,,,,
82_1091866,,1,,,7,31,,2,,,2
82_1091883,,,,3,5,,,,,,
82_1091888,,,,1,10,,32,2,,,1
82_1091902,,,,,5,,37,,,,
82_1091907,,,,,,,,2,,,
82_1091921,1,,,,,,,,,,
82_1091932,,,,1,10,,32,2,,,1
82_1091969,,6,,,8,24,32,2,,,1
82_1092019,,,,,5,,32,,,1,
82_1092034,,,,,5,,37,,,,
82_1092048,,1,,,,,,,,,1
82_1092067,,,,,5,,37,,,,
82_1092076,,,,,5,,32,,,4,1
82_1092089,,1,,,5,5,37,2,,,1
82_1092101,,3,,,5,5,37,4,,,1
82_1092115,,,,,5,,2,,,,
82_1092116,,1,,,,,27,2,,,
82_1092123,,,,,,24,32,1,,,
82_1092164,,,,,,,,1,,,
82_1092178,,,,3,3,7,,2,,,
82_1092180,,,,,5,,37,,,,
82_1092189,,,7,,,,,,,,
82_1092208,,,,,5,,37,,,,
82_1092265,1,,,,,,,,,,
82_1092298,,,,3,,24,32,2,,,
82_1092352,,,,3,,24,32,2,,,
82_1092378,,,,,,,,2,,,
82_1092401,,,,,5,,,,,,2
82_1092413,,,,1,8,5,32,3,,,
82_1092417,,,,,3,,32,2,,,
82_1092419,,6,,2,10,5,32,2,,,3
82_1092438,,,,,5,,,,,,2
82_1092441,,6,,2,10,5,32,2,,,3
82_1092447,,6,,2,10,5,32,2,,,3
82_1092463,,,,,5,,44,,,2,3
82_1092488,,,,,,,,2,,,
82_1092495,,,,1,3,5,32,1,,,
82_1092498,,,,,3,,32,2,,,
82_1092509,1,,,,,,,,,,
82_1092519,,,,,5,,44,,,2,3
82_1092538,,,,,5,,32,,,4,
82_1092543,,1,,,5,6,27,2,,,1
82_1092605,,1,,,10,6,32,2,,,3
82_1092612,,,,,10,,17,,,2,3
