cod_modelo_color,cod_color,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename,des_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
84_1154007,96,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1154007_27000750-96_.jpg,GRIS OSCURO VIGORE,,,,,10.0,1.0,34.0,2.0,,,1.0
83_1121926,05,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,83_1121926_17050301-05_.jpg,CRUDO,,,,4.0,10.0,31.0,32.0,4.0,,,
84_1167585,15,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,84_1167585_27056303-15_.jpg,MOSTAZA,,3.0,,,,13.0,,2.0,,,1.0
86_1207490,TC,Female,Kids,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,86_1207490_47000222-TC_.jpg,TEJANO CLARO,,,,,13.0,,3.0,,,4.0,3.0
86_1228874,65,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_1228874_47027128-65_.jpg,MORADO,,,,,6.0,,32.0,,,1.0,1.0
85_1202825,TM,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1202825_37132513-TM_.jpg,TEJANO MEDIO,,,,,5.0,,36.0,,,1.0,3.0
86_1206326,05,Female,Teen,KIDS,JEANS,Bottoms,Trousers & leggings,Trousers,Trousers,86_1206326_47050077-05_.jpg,CRUDO,,,,,,,34.0,,,,
82_1103532,56,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,82_1103532_87075684-56_.jpg,NAVY,,1.0,,,4.0,6.0,32.0,6.0,,,1.0
82_1091164,99,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1091164_87031027-99_.jpg,NEGRO,,,,1.0,10.0,3.0,37.0,2.0,,,1.0
83_1123781,28,Female,Adult,WOMAN,CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,83_1123781_17071501-28_.jpg,TERRACOTA,,1.0,,,5.0,,24.0,,,1.0,4.0
83_1136297,05,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1136297_17075756-05_.jpg,CRUDO,,6.0,,1.0,10.0,1.0,37.0,2.0,,,
85_1178405,70,Male,Kids,KIDS,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,85_1178405_37002001-70_.jpg,ROJO,,1.0,,,10.0,7.0,37.0,2.0,,,1.0
85_1202847,94,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1202847_37038255-94_.jpg,GRIS MEDIO VIGORE,,,,,10.0,31.0,34.0,2.0,,,1.0
85_1195515,35,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1195515_37006310-35_.jpg,TOPO,,6.0,,1.0,5.0,24.0,32.0,2.0,,,
85_1201544,74,Female,Teen,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,85_1201544_37045956-74_.jpg,FRESA,,4.0,,,,18.0,32.0,2.0,,,1.0
83_1114810,99,Male,Adult,MAN,LEATHER,Outerwear,Jackets and Blazers,Leather jackets,Leather Jacket,83_1114810_17064003-99_.jpg,NEGRO,,1.0,,,10.0,31.0,32.0,,,,2.0
82_1087134,91,Female,Adult,WOMAN,TRICOT,Tops,T-shirts,Bodysuits,Bodysuit,82_1087134_87070523-91_.jpg,GRIS CLARO VIGORE,,,,1.0,,,,,,,
83_1109371,08,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1109371_17000035-08_.jpg,BEIGE,,,,,10.0,,12.0,,,1.0,1.0
82_1089524,99,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,82_1089524_87070557-99_.jpg,NEGRO,,,,1.0,8.0,5.0,32.0,3.0,,,
83_1145886,92,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1145886_17046320-92_.jpg,GRIS,,,,,5.0,,3.0,,,2.0,3.0
85_1201919,09,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1201919_37087735-09_.jpg,CAMEL,,6.0,,3.0,5.0,5.0,32.0,2.0,,,
83_1132600,08,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1132600_17093262-08_.jpg,BEIGE,,,,,10.0,31.0,32.0,2.0,,,1.0
84_1175954,20,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1175954_27087882-20_.jpg,NARANJA,,1.0,,,3.0,6.0,27.0,2.0,,,1.0
84_1168800,56,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1168800_27045909-56_.jpg,NAVY,,,,,10.0,31.0,34.0,1.0,,,1.0
82_1106138,02,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,82_1106138_87005910-02_.jpg,OFFWHITE,,4.0,,,10.0,18.0,32.0,1.0,,,1.0
83_1157388,99,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1157388_17047757-99_.jpg,NEGRO,,,,,5.0,,32.0,,,3.0,3.0
84_1160264,95,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1160264_27001294-95_.jpg,ANTRACITA,,,,,10.0,31.0,47.0,2.0,,,1.0
86_15933817,99,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_15933817_47088646-99_.jpg,NEGRO,,4.0,,,5.0,16.0,37.0,3.0,,,1.0
86_1225097,07,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,86_1225097_47005876-07_.jpg,ARENA,,6.0,,1.0,10.0,24.0,27.0,1.0,,,
86_30580535,52,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_30580535_47039041-52_.jpg,AZUL,,1.0,,,5.0,14.0,,1.0,,,
86_1218168,TM,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,86_1218168_47072535-TM_.jpg,TEJANO MEDIO,,,,,4.0,,37.0,,,2.0,3.0
85_1192262,88,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,Bodysuits,Bodysuit,85_1192262_37071275-88_.jpg,FUCSIA,,,,,,31.0,,4.0,,,1.0
84_1175860,02,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1175860_27037120-02_.jpg,OFFWHITE,,1.0,,,10.0,6.0,34.0,1.0,,,1.0
81_1061829,92,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,81_1061829_77053254-92_.jpg,GRIS,,,,,5.0,6.0,32.0,2.0,,,
81_1075144,70,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,81_1075144_77084427-70_.jpg,ROJO,,,,,3.0,24.0,20.0,2.0,,,
86_1217243,01,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,86_1217243_47044016-01_.jpg,BLANCO,,,,,10.0,31.0,37.0,3.0,,,1.0
85_1190214,43,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1190214_37013790-43_.jpg,VERDE,,6.0,,1.0,10.0,24.0,32.0,2.0,,,
85_1192277,28,Male,Adult,MAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,85_1192277_37014047-28_.jpg,TERRACOTA,2.0,,7.0,,,,,,,,
86_1227102,52,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,86_1227102_47057115-52_.jpg,AZUL,,6.0,,,10.0,24.0,32.0,3.0,,,1.0
85_1194593,56,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1194593_37005921-56_.jpg,NAVY,,1.0,,,10.0,26.0,34.0,2.0,,,1.0
85_1212960,95,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1212960_37057770-95_.jpg,ANTRACITA,,,,,10.0,31.0,32.0,1.0,,,1.0
84_1190659,99,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,84_1190659_27088645-99_.jpg,NEGRO,,5.0,,,4.0,14.0,32.0,5.0,,,1.0
83_1125777,02,Female,Kids,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1125777_17061069-02_.jpg,OFFWHITE,,3.0,,,3.0,5.0,32.0,3.0,,,1.0
84_1186914,TM,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1186914_27078638-TM_.jpg,TEJANO MEDIO,,1.0,,,10.0,6.0,34.0,3.0,,,1.0
81_1080166,06,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,81_1080166_77009211-06_.jpg,PIEDRA,,,,2.0,,5.0,32.0,2.0,,,
83_1155815,99,Female,Teen,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,83_1155815_17029403-99_.jpg,NEGRO,,,,,5.0,,,,,1.0,1.0
81_1065873,99,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,81_1065873_77074414-99_.jpg,NEGRO,,,,,5.0,,32.0,,,4.0,
86_1205584,92,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,86_1205584_47040796-92_.jpg,GRIS,,6.0,,1.0,10.0,31.0,32.0,2.0,,,
85_1178191,76,Male,Baby,KIDS,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,85_1178191_37002002-76_.jpg,GRANATE,,1.0,,,10.0,7.0,32.0,2.0,,,1.0
83_1145330,TM,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,83_1145330_17005951-TM_.jpg,TEJANO MEDIO,,,,,5.0,,42.0,,,2.0,3.0
86_38273464,02,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_38273464_47039047-02_.jpg,OFFWHITE,,,,,,,,,,4.0,1.0
84_1180554,52,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1180554_27046330-52_.jpg,AZUL,,3.0,,,5.0,14.0,20.0,2.0,,,1.0
82_1107216,TM,Male,Adult,MAN,JEANS,Bottoms,Jeans,Jeans,Jeans,82_1107216_87057120-TM_.jpg,TEJANO MEDIO,,,,,10.0,,34.0,,,1.0,1.0
82_1101377,01,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1101377_87015663-01_.jpg,BLANCO,,,,,10.0,,34.0,,,,
83_1136366,02,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1136366_17054762-02_.jpg,OFFWHITE,,,,,10.0,31.0,32.0,2.0,,,1.0
86_1204226,TU,Male,Adult,MAN,JEANS,Bottoms,Jeans,Jeans,Jeans,86_1204226_47010759-TU_.jpg,TEJANO GRIS OSCURO,,,,,10.0,,36.0,,,4.0,3.0
85_1179138,09,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1179138_37040935-09_.jpg,CAMEL,,,,,10.0,31.0,47.0,1.0,,,1.0
85_1187128,TG,Female,Teen,KIDS,JEANS,Bottoms,Trousers & leggings,Trousers,Trousers,85_1187128_37073255-TG_.jpg,TEJANO GRIS,,,,,5.0,,37.0,,,2.0,3.0
82_1085598,99,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,82_1085598_87051005-99_.jpg,NEGRO,,,,,5.0,,,,,4.0,
83_1151116,99,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,83_1151116_17087744-99_.jpg,NEGRO,,1.0,,,5.0,29.0,27.0,2.0,,,2.0
84_1156888,43,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,84_1156888_27070901-43_.jpg,VERDE,,6.0,,2.0,4.0,23.0,32.0,2.0,,,
85_1174649,56,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,85_1174649_37044753-56_.jpg,NAVY,,1.0,,,10.0,26.0,34.0,2.0,,,3.0
86_1213582,56,Female,Adult,WOMAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweater,Sweater,86_1213582_47091255-56_.jpg,NAVY,,,,,10.0,25.0,32.0,2.0,,,3.0
82_1101620,99,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,82_1101620_87045666-99_.jpg,NEGRO,,,,,8.0,,32.0,,,,
84_1166975,05,Male,Baby,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,84_1166975_27026705-05_.jpg,CRUDO,,,,,10.0,,1.0,,,1.0,1.0
82_1118798,40,Male,Adult,MAN,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Bermudas,82_1118798_87077148-40_.jpg,VERDE PASTEL,,,,,,,12.0,,,1.0,1.0
84_1165190,05,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,84_1165190_27016303-05_.jpg,CRUDO,,,,,10.0,,,,,2.0,1.0
85_1199541,61,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1199541_37074063-61_.jpg,LILA,,,,,4.0,31.0,27.0,2.0,,,1.0
85_1180165,99,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1180165_37001033-99_.jpg,NEGRO,,,,,10.0,31.0,47.0,1.0,,,1.0
82_1123536,50,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1123536_87017885-50_.jpg,CELESTE,,,,,4.0,31.0,37.0,1.0,,,1.0
86_1200504,94,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,86_1200504_47040552-94_.jpg,GRIS MEDIO VIGORE,,1.0,,,10.0,9.0,37.0,2.0,,,3.0
85_1188276,02,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1188276_37061278-02_.jpg,OFFWHITE,,,,,10.0,31.0,34.0,1.0,,,1.0
81_1074408,05,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,81_1074408_77015957-05_.jpg,CRUDO,,,,1.0,,,32.0,2.0,,,
84_1171063,21,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1171063_27047878-21_.jpg,NARANJA PASTEL,,6.0,,,3.0,24.0,20.0,6.0,,,1.0
82_1089014,20,Female,Adult,WOMAN,TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,82_1089014_87092004-20_.jpg,NARANJA,,,,1.0,5.0,25.0,32.0,1.0,,,
86_1227396,28,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,86_1227396_47037117-28_.jpg,TERRACOTA,,1.0,,2.0,10.0,24.0,32.0,2.0,,,
84_1169567,01,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1169567_27005797-01_.jpg,BLANCO,,,,,10.0,24.0,34.0,1.0,,,1.0
83_1154752,09,Female,Adult,WOMAN,TRICOT,Bottoms,Trousers & leggings,Trousers,Trousers,83_1154752_17057719-09_.jpg,CAMEL,,,,1.0,5.0,,28.0,,,1.0,
81_1081426,OR,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,81_1081426_77009224-OR_.jpg,ORO,,,,1.0,,5.0,32.0,2.0,,,
85_1203940,12,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1203940_37086715-12_.jpg,AMARILLO,,6.0,,3.0,4.0,24.0,37.0,2.0,,,
82_1106060,02,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,82_1106060_87035907-02_.jpg,OFFWHITE,,4.0,,,10.0,25.0,32.0,1.0,,,1.0
83_1138213,17,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1138213_17005771-17_.jpg,CARAMELO,,,,,10.0,5.0,37.0,2.0,,,1.0
85_1177380,99,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,85_1177380_37024378-99_.jpg,NEGRO,,1.0,,,10.0,31.0,32.0,2.0,,,3.0
82_1096662,TN,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,82_1096662_87034027-TN_.jpg,TEJANO NEGRO,,,,,10.0,,17.0,,,2.0,3.0
81_1072326,78,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,81_1072326_77007888-78_.jpg,BURDEOS,,,,,,4.0,34.0,2.0,,,
83_1141528,37,Female,Kids,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,83_1141528_17087712-37_.jpg,KHAKI,,,,,10.0,,17.0,,,1.0,3.0
84_1161715,30,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,84_1161715_27062881-30_.jpg,MARRON,,5.0,,,8.0,,32.0,,,2.0,1.0
85_1203027,30,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1203027_37034064-30_.jpg,MARRON,,,,,10.0,31.0,37.0,2.0,,,1.0
82_1085369,07,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1085369_87055624-07_.jpg,ARENA,,,,,,26.0,37.0,2.0,,,
82_1087406,76,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,82_1087406_87032883-76_.jpg,GRANATE,,,,,4.0,,,,,2.0,
85_1199246,30,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1199246_37054393-30_.jpg,MARRON,,1.0,,,10.0,6.0,37.0,2.0,,,1.0
82_1117003,02,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1117003_87005727-02_.jpg,OFFWHITE,,,,,10.0,31.0,37.0,1.0,,,1.0
83_1131857,99,Female,Adult,WOMAN,SYNTHETIC LEATHER,Bottoms,Skirts and shorts,Skirts,Skirt,83_1131857_17045534-99_.jpg,NEGRO,,5.0,,,8.0,,24.0,,,4.0,3.0
81_1058913,43,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,81_1058913_77050159-43_.jpg,VERDE,,,,,,5.0,32.0,1.0,,,
81_1081857,56,Female,Adult,WOMAN,TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,81_1081857_77068260-56_.jpg,NAVY,,,,3.0,3.0,,32.0,,,2.0,
84_1162616,56,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,84_1162616_27092881-56_.jpg,NAVY,,6.0,,,3.0,24.0,32.0,3.0,,,3.0
81_1055912,95,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,81_1055912_77010542-95_.jpg,ANTRACITA,,,,,,5.0,32.0,1.0,,,
82_1103949,02,Female,Kids,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,82_1103949_87006317-02_.jpg,OFFWHITE,,3.0,,,8.0,5.0,32.0,1.0,,,1.0
86_1214419,11,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,86_1214419_47085131-11_.jpg,AMARILLO PASTEL,,4.0,,,10.0,3.0,27.0,6.0,,,1.0
84_1163458,PL,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,84_1163458_27051099-PL_.jpg,PLATA,,,12.0,,,,,,4.0,,
86_1229801,02,Female,Adult,WOMAN,WOVEN,Tops,Tops,Tops,Top,86_1229801_47099202-02_.jpg,OFFWHITE,,,,,4.0,31.0,32.0,3.0,,,1.0
86_1212988,05,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1212988_47028629-05_.jpg,CRUDO,,1.0,,,5.0,11.0,20.0,1.0,,,1.0
86_1215755,99,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,86_1215755_47091300-99_.jpg,NEGRO,,,,3.0,4.0,14.0,37.0,4.0,,,
84_1170477,99,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,84_1170477_27084759-99_.jpg,NEGRO,,1.0,,,3.0,29.0,32.0,2.0,,,1.0
84_1156322,02,Male,Kids,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,84_1156322_27091083-02_.jpg,OFFWHITE,,6.0,,,10.0,7.0,27.0,2.0,,,3.0
84_1153342,95,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,84_1153342_27000675-95_.jpg,ANTRACITA,,4.0,,,10.0,25.0,32.0,2.0,,,3.0
83_1151775,49,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,83_1151775_17077750-49_.jpg,BOTELLA,,1.0,,,5.0,29.0,27.0,2.0,,,2.0
83_1155738,37,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1155738_17017124-37_.jpg,KHAKI,,6.0,,1.0,10.0,31.0,37.0,2.0,,,
84_1163915,99,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,84_1163915_27054013-99_.jpg,NEGRO,,6.0,,1.0,10.0,24.0,32.0,2.0,,,
85_1207161,99,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,85_1207161_37069091-99_.jpg,NEGRO,,1.0,,,7.0,29.0,27.0,2.0,,,2.0
83_1113220,37,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1113220_17000504-37_.jpg,KHAKI,,,,,10.0,,1.0,,,4.0,2.0
84_1171138,52,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1171138_27024012-52_.jpg,AZUL,,1.0,,,5.0,6.0,27.0,2.0,,,1.0
83_1113335,56,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,83_1113335_17045513-56_.jpg,NAVY,,1.0,,,10.0,9.0,32.0,2.0,,,3.0
84_1168095,99,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,84_1168095_27045763-99_.jpg,NEGRO,,3.0,,,5.0,24.0,32.0,1.0,,,1.0
84_1168223,99,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,84_1168223_27011163-99_.jpg,NEGRO,,6.0,,3.0,5.0,5.0,27.0,2.0,,,
85_1196383,91,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1196383_37034766-91_.jpg,GRIS CLARO VIGORE,,,,,4.0,31.0,37.0,2.0,,,1.0
82_1098727,01,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,82_1098727_87015645-01_.jpg,BLANCO,,,,,4.0,,17.0,,,2.0,3.0
83_1134590,99,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1134590_17012025-99_.jpg,NEGRO,,1.0,,,3.0,6.0,32.0,1.0,,,1.0
86_1227533,05,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,86_1227533_47057121-05_.jpg,CRUDO,,3.0,,,4.0,31.0,32.0,6.0,,,1.0
83_1138957,TM,Male,Kids,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,83_1138957_17067106-TM_.jpg,TEJANO MEDIO,,,,,5.0,,34.0,,,1.0,3.0
86_1226314,95,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1226314_47007840-95_.jpg,ANTRACITA,,,,,4.0,31.0,27.0,1.0,,,1.0
86_1223967,01,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1223967_47018253-01_.jpg,BLANCO,,1.0,,,3.0,5.0,20.0,2.0,,,1.0
86_1222042,02,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1222042_47046308-02_.jpg,OFFWHITE,,,,,10.0,31.0,34.0,1.0,,,1.0
83_1146646,92,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1146646_17085137-92_.jpg,GRIS,,,,,10.0,,32.0,,,2.0,3.0
86_1206526,DO,Male,Adult,MAN,JEANS,Bottoms,Jeans,Jeans,Jeans,86_1206526_47031026-DO_.jpg,DIRTY OSCURO,,,,,10.0,,37.0,,,,
84_1174882,02,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1174882_27037884-02_.jpg,OFFWHITE,,,,,4.0,31.0,27.0,1.0,,,1.0
85_1197687,95,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1197687_37003709-95_.jpg,ANTRACITA,,1.0,,,10.0,6.0,32.0,2.0,,,1.0
84_1176887,99,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,84_1176887_27064400-99_.jpg,NEGRO,,,12.0,,,,,,4.0,,
81_1066181,99,Female,Adult,WOMAN,SYNTHETIC LEATHER,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,81_1066181_77024418-99_.jpg,NEGRO,,,,,3.0,6.0,32.0,2.0,,,
85_1177318,51,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,85_1177318_37050183-51_.jpg,PORCELANA,,4.0,,,10.0,25.0,32.0,1.0,,,1.0
82_1125548,TC,Female,Teen,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,82_1125548_87007888-TC_.jpg,TEJANO CLARO,,,,,10.0,,26.0,,,2.0,3.0
85_1191212,99,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1191212_37005628-99_.jpg,NEGRO,,4.0,,,3.0,1.0,32.0,2.0,,,1.0
86_1208038,02,Male,Kids,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,86_1208038_47001141-02_.jpg,OFFWHITE,,6.0,,,10.0,31.0,32.0,2.0,,,3.0
82_1099713,91,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1099713_87000166-91_.jpg,GRIS CLARO VIGORE,,,,,10.0,,32.0,,,,
